#Data tag : online , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
257490:4420,524:524,09/25/15 22:18:12,STABLE BEAMS,6500,55114.242,53787.922,12.8,PXL
257490:4420,525:525,09/25/15 22:18:35,STABLE BEAMS,6500,55067.978,53787.870,12.8,PXL
257490:4420,526:526,09/25/15 22:18:58,STABLE BEAMS,6500,54968.789,53679.135,12.8,PXL
257490:4420,527:527,09/25/15 22:19:21,STABLE BEAMS,6500,54880.182,53597.694,12.8,PXL
257490:4420,530:530,09/25/15 22:20:31,STABLE BEAMS,6500,54525.878,53250.876,12.7,PXL
257490:4420,531:531,09/25/15 22:20:55,STABLE BEAMS,6500,54825.230,53566.747,12.8,PXL
257490:4420,532:532,09/25/15 22:21:18,STABLE BEAMS,6500,54619.064,53342.546,12.7,PXL
257490:4420,534:534,09/25/15 22:22:05,STABLE BEAMS,6500,54865.575,53595.984,12.8,PXL
257490:4420,535:535,09/25/15 22:22:28,STABLE BEAMS,6500,54937.367,53632.835,12.8,PXL
257490:4420,537:537,09/25/15 22:23:15,STABLE BEAMS,6500,54819.168,53487.383,12.8,PXL
257490:4420,538:538,09/25/15 22:23:38,STABLE BEAMS,6500,54666.288,9349.073,12.7,PXL
257490:4420,540:540,09/25/15 22:24:25,STABLE BEAMS,6500,54749.208,53462.020,12.8,PXL
257490:4420,541:541,09/25/15 22:24:48,STABLE BEAMS,6500,54683.530,53363.802,12.7,PXL
257490:4420,542:542,09/25/15 22:25:11,STABLE BEAMS,6500,54407.845,53146.106,12.7,PXL
257490:4420,543:543,09/25/15 22:25:34,STABLE BEAMS,6500,54349.444,53081.772,12.7,PXL
257490:4420,544:544,09/25/15 22:25:58,STABLE BEAMS,6500,54689.008,53453.644,12.8,PXL
257490:4420,545:545,09/25/15 22:26:21,STABLE BEAMS,6500,54257.254,52946.852,12.6,PXL
257490:4420,546:546,09/25/15 22:26:44,STABLE BEAMS,6500,54414.642,53134.539,12.7,PXL
257490:4420,548:548,09/25/15 22:27:31,STABLE BEAMS,6500,54756.371,53435.232,12.8,PXL
257490:4420,549:549,09/25/15 22:27:54,STABLE BEAMS,6500,54897.806,53620.180,12.8,PXL
257490:4420,551:551,09/25/15 22:28:41,STABLE BEAMS,6500,54211.945,52955.851,12.6,PXL
257490:4420,552:552,09/25/15 22:29:04,STABLE BEAMS,6500,54188.872,52937.123,12.6,PXL
257490:4420,553:553,09/25/15 22:29:28,STABLE BEAMS,6500,54338.228,53088.319,12.7,PXL
257490:4420,554:554,09/25/15 22:29:51,STABLE BEAMS,6500,54490.824,53222.171,12.7,PXL
257490:4420,555:555,09/25/15 22:30:14,STABLE BEAMS,6500,54840.216,53569.668,12.8,PXL
257490:4420,556:556,09/25/15 22:30:37,STABLE BEAMS,6500,54507.773,53250.274,12.7,PXL
257490:4420,557:557,09/25/15 22:31:01,STABLE BEAMS,6500,54640.180,53402.169,12.7,PXL
257490:4420,559:559,09/25/15 22:31:47,STABLE BEAMS,6500,54676.253,53410.645,12.7,PXL
257490:4420,561:561,09/25/15 22:32:34,STABLE BEAMS,6500,54599.199,53287.687,12.7,PXL
257490:4420,562:562,09/25/15 22:32:57,STABLE BEAMS,6500,55255.128,53962.271,12.9,PXL
257490:4420,563:563,09/25/15 22:33:21,STABLE BEAMS,6500,54113.411,52838.215,12.6,PXL
257490:4420,566:566,09/25/15 22:34:31,STABLE BEAMS,6500,54355.869,53074.442,12.7,PXL
257490:4420,567:567,09/25/15 22:34:54,STABLE BEAMS,6500,54511.029,53151.950,12.7,PXL
257490:4420,568:568,09/25/15 22:35:17,STABLE BEAMS,6500,54613.364,53334.637,12.7,PXL
257490:4420,569:569,09/25/15 22:35:41,STABLE BEAMS,6500,54457.884,53162.026,12.7,PXL
257490:4420,570:570,09/25/15 22:36:04,STABLE BEAMS,6500,54359.214,53079.522,12.7,PXL
257490:4420,571:571,09/25/15 22:36:27,STABLE BEAMS,6500,54261.866,52987.007,12.7,PXL
257490:4420,572:572,09/25/15 22:36:51,STABLE BEAMS,6500,54385.739,53090.553,12.7,PXL
257490:4420,573:573,09/25/15 22:37:14,STABLE BEAMS,6500,54547.089,53278.469,12.7,PXL
257490:4420,574:574,09/25/15 22:37:37,STABLE BEAMS,6500,54394.842,53114.454,12.7,PXL
257490:4420,575:575,09/25/15 22:38:00,STABLE BEAMS,6500,54567.180,53281.982,12.7,PXL
257490:4420,576:576,09/25/15 22:38:24,STABLE BEAMS,6500,54557.224,53287.870,12.7,PXL
257490:4420,577:577,09/25/15 22:38:47,STABLE BEAMS,6500,54036.746,52733.715,12.6,PXL
257490:4420,578:578,09/25/15 22:39:10,STABLE BEAMS,6500,54511.434,53258.416,12.7,PXL
257490:4420,580:580,09/25/15 22:39:57,STABLE BEAMS,6500,54607.684,53352.892,12.7,PXL
257490:4420,582:582,09/25/15 22:40:44,STABLE BEAMS,6500,54449.019,53065.803,12.7,PXL
257490:4420,583:583,09/25/15 22:41:07,STABLE BEAMS,6500,54880.456,53621.709,12.8,PXL
257490:4420,584:584,09/25/15 22:41:30,STABLE BEAMS,6500,54213.565,52932.580,12.6,PXL
257490:4420,586:586,09/25/15 22:42:17,STABLE BEAMS,6500,54019.510,52649.422,12.6,PXL
257490:4420,587:587,09/25/15 22:42:40,STABLE BEAMS,6500,54074.063,52830.957,12.6,PXL
257490:4420,588:588,09/25/15 22:43:03,STABLE BEAMS,6500,54541.353,53228.057,12.7,PXL
257490:4420,589:589,09/25/15 22:43:27,STABLE BEAMS,6500,54389.685,53125.080,12.7,PXL
257490:4420,590:590,09/25/15 22:43:50,STABLE BEAMS,6500,54505.996,53207.570,12.7,PXL
257490:4420,591:591,09/25/15 22:44:13,STABLE BEAMS,6500,54414.782,53057.047,12.7,PXL
257490:4420,592:592,09/25/15 22:44:37,STABLE BEAMS,6500,54168.229,52840.973,12.6,PXL
257490:4420,593:593,09/25/15 22:45:00,STABLE BEAMS,6500,54246.306,52822.347,12.6,PXL
257490:4420,595:595,09/25/15 22:45:47,STABLE BEAMS,6500,54640.504,53398.103,12.7,PXL
257490:4420,596:596,09/25/15 22:46:10,STABLE BEAMS,6500,54333.348,53040.808,12.7,PXL
257490:4420,597:597,09/25/15 22:46:33,STABLE BEAMS,6500,54160.423,52896.341,12.6,PXL
257490:4420,599:599,09/25/15 22:47:20,STABLE BEAMS,6500,54299.964,53028.767,12.7,PXL
257490:4420,600:600,09/25/15 22:47:43,STABLE BEAMS,6500,54148.700,52876.883,12.6,PXL
257490:4420,601:601,09/25/15 22:48:06,STABLE BEAMS,6500,54193.745,52946.392,12.6,PXL
257490:4420,602:602,09/25/15 22:48:30,STABLE BEAMS,6500,54251.443,52948.062,12.6,PXL
257490:4420,604:604,09/25/15 22:49:16,STABLE BEAMS,6500,53876.157,52634.928,12.6,PXL
257490:4420,605:605,09/25/15 22:49:40,STABLE BEAMS,6500,53882.565,52632.094,12.6,PXL
257490:4420,609:609,09/25/15 22:51:13,STABLE BEAMS,6500,54194.242,52894.337,12.6,PXL
257490:4420,610:610,09/25/15 22:51:36,STABLE BEAMS,6500,54221.596,52922.239,12.6,PXL
257490:4420,612:612,09/25/15 22:52:23,STABLE BEAMS,6500,53956.794,52701.390,12.6,PXL
257490:4420,613:613,09/25/15 22:52:46,STABLE BEAMS,6500,54236.125,53004.588,12.6,PXL
257490:4420,614:614,09/25/15 22:53:10,STABLE BEAMS,6500,54100.699,52867.162,12.6,PXL
257490:4420,615:615,09/25/15 22:53:33,STABLE BEAMS,6500,54156.353,52911.224,12.6,PXL
257490:4420,616:616,09/25/15 22:53:56,STABLE BEAMS,6500,54201.568,52957.866,12.6,PXL
257490:4420,617:617,09/25/15 22:54:19,STABLE BEAMS,6500,53968.318,52613.690,12.6,PXL
257490:4420,618:618,09/25/15 22:54:43,STABLE BEAMS,6500,53986.707,52699.936,12.6,PXL
257490:4420,619:619,09/25/15 22:55:06,STABLE BEAMS,6500,53835.110,52564.283,12.6,PXL
257490:4420,620:620,09/25/15 22:55:29,STABLE BEAMS,6500,54378.677,53092.584,12.7,PXL
257490:4420,622:622,09/25/15 22:56:16,STABLE BEAMS,6500,53932.640,52648.023,12.6,PXL
257490:4420,623:623,09/25/15 22:56:39,STABLE BEAMS,6500,53801.997,52542.738,12.5,PXL
257490:4420,624:624,09/25/15 22:57:03,STABLE BEAMS,6500,53732.883,52462.645,12.5,PXL
257490:4420,625:625,09/25/15 22:57:26,STABLE BEAMS,6500,53994.343,52723.292,12.6,PXL
257490:4420,626:626,09/25/15 22:57:49,STABLE BEAMS,6500,54135.165,52865.160,12.6,PXL
257490:4420,627:627,09/25/15 22:58:13,STABLE BEAMS,6500,54211.928,52913.157,12.6,PXL
257490:4420,628:628,09/25/15 22:58:36,STABLE BEAMS,6500,53856.938,52577.942,12.6,PXL
257490:4420,629:629,09/25/15 22:58:59,STABLE BEAMS,6500,53978.613,52693.424,12.6,PXL
257490:4420,630:630,09/25/15 22:59:23,STABLE BEAMS,6500,53750.367,52436.548,12.5,PXL
257490:4420,633:633,09/25/15 23:00:33,STABLE BEAMS,6500,54116.211,52768.661,12.6,PXL
257490:4420,634:634,09/25/15 23:00:56,STABLE BEAMS,6500,53995.225,52597.646,12.6,PXL
257490:4420,635:635,09/25/15 23:01:19,STABLE BEAMS,6500,54055.161,52682.112,12.6,PXL
257531:4423,5:5,09/26/15 09:37:19,STABLE BEAMS,6500,70056.883,0.000,16.3,PXL
257531:4423,6:6,09/26/15 09:37:43,STABLE BEAMS,6500,70474.955,0.000,16.4,PXL
257531:4423,7:7,09/26/15 09:38:06,STABLE BEAMS,6500,71021.341,69326.140,16.6,PXL
257531:4423,8:8,09/26/15 09:38:29,STABLE BEAMS,6500,70564.937,68825.064,16.5,PXL
257531:4423,9:9,09/26/15 09:38:52,STABLE BEAMS,6500,70765.216,68947.998,16.5,PXL
257531:4423,10:10,09/26/15 09:39:16,STABLE BEAMS,6500,71231.356,69023.696,16.6,PXL
257531:4423,11:11,09/26/15 09:39:39,STABLE BEAMS,6500,70836.783,69099.257,16.5,PXL
257531:4423,12:12,09/26/15 09:40:02,STABLE BEAMS,6500,70867.460,69074.871,16.5,PXL
257531:4423,14:14,09/26/15 09:40:49,STABLE BEAMS,6500,70629.619,68788.734,16.5,PXL
257531:4423,15:15,09/26/15 09:41:12,STABLE BEAMS,6500,70392.471,68676.189,16.4,PXL
257531:4423,16:16,09/26/15 09:41:36,STABLE BEAMS,6500,70531.219,68754.989,16.4,PXL
257531:4423,17:17,09/26/15 09:41:59,STABLE BEAMS,6500,70828.776,69005.514,16.5,PXL
257531:4423,18:18,09/26/15 09:42:22,STABLE BEAMS,6500,70902.927,69147.473,16.5,PXL
257531:4423,19:19,09/26/15 09:42:46,STABLE BEAMS,6500,70482.120,68717.380,16.4,PXL
257531:4423,21:21,09/26/15 09:43:32,STABLE BEAMS,6500,70773.438,69048.197,16.5,PXL
257531:4423,24:24,09/26/15 09:44:42,STABLE BEAMS,6500,70437.380,68717.166,16.4,PXL
257531:4423,25:25,09/26/15 09:45:05,STABLE BEAMS,6500,70429.608,68631.018,16.4,PXL
257531:4423,27:27,09/26/15 09:45:52,STABLE BEAMS,6500,70377.188,68572.796,16.4,PXL
257531:4423,28:28,09/26/15 09:46:15,STABLE BEAMS,6500,70253.422,68515.622,16.4,PXL
257531:4423,29:29,09/26/15 09:46:39,STABLE BEAMS,6500,70187.200,68464.455,16.4,PXL
257531:4423,30:30,09/26/15 09:47:02,STABLE BEAMS,6500,69928.315,68170.985,16.3,PXL
257531:4423,31:31,09/26/15 09:47:25,STABLE BEAMS,6500,70626.637,68896.189,16.5,PXL
257531:4423,32:32,09/26/15 09:47:49,STABLE BEAMS,6500,70660.682,68848.389,16.5,PXL
257531:4423,33:33,09/26/15 09:48:12,STABLE BEAMS,6500,70460.383,68714.612,16.4,PXL
257531:4423,34:34,09/26/15 09:48:35,STABLE BEAMS,6500,70884.218,69123.133,16.5,PXL
257531:4423,36:36,09/26/15 09:49:22,STABLE BEAMS,6500,70104.866,68416.007,16.3,PXL
257531:4423,39:39,09/26/15 09:50:32,STABLE BEAMS,6500,70334.680,68561.025,16.4,PXL
257531:4423,40:40,09/26/15 09:50:55,STABLE BEAMS,6500,70247.092,68539.871,16.4,PXL
257531:4423,41:41,09/26/15 09:51:18,STABLE BEAMS,6500,70148.771,68395.464,16.4,PXL
257531:4423,42:42,09/26/15 09:51:42,STABLE BEAMS,6500,69968.780,68247.964,16.3,PXL
257531:4423,44:44,09/26/15 09:52:28,STABLE BEAMS,6500,70055.245,68302.081,16.3,PXL
257531:4423,45:45,09/26/15 09:52:52,STABLE BEAMS,6500,70551.397,68799.712,16.4,PXL
257531:4423,50:50,09/26/15 09:54:48,STABLE BEAMS,6500,69703.695,0.000,16.3,PXL
257531:4423,51:51,09/26/15 09:55:12,STABLE BEAMS,6500,70175.062,68427.447,16.4,PXL
257531:4423,52:52,09/26/15 09:55:35,STABLE BEAMS,6500,70090.066,68376.634,16.3,PXL
257531:4423,53:53,09/26/15 09:55:58,STABLE BEAMS,6500,69965.628,68195.838,16.3,PXL
257531:4423,54:54,09/26/15 09:56:21,STABLE BEAMS,6500,70061.405,68338.246,16.3,PXL
257531:4423,55:55,09/26/15 09:56:45,STABLE BEAMS,6500,69119.056,67442.872,16.1,PXL
257531:4423,56:56,09/26/15 09:57:08,STABLE BEAMS,6500,70113.897,68367.034,16.3,PXL
257531:4423,57:57,09/26/15 09:57:31,STABLE BEAMS,6500,69680.262,67983.359,16.2,PXL
257531:4423,58:58,09/26/15 09:57:55,STABLE BEAMS,6500,69308.358,67651.885,16.2,PXL
257531:4423,60:60,09/26/15 09:58:41,STABLE BEAMS,6500,69557.097,67884.689,16.2,PXL
257531:4423,61:61,09/26/15 09:59:05,STABLE BEAMS,6500,69532.266,67875.111,16.2,PXL
257531:4423,63:63,09/26/15 09:59:51,STABLE BEAMS,6500,69959.520,68212.119,16.3,PXL
257531:4423,64:64,09/26/15 10:00:15,STABLE BEAMS,6500,69528.925,67868.555,16.2,PXL
257531:4423,65:65,09/26/15 10:00:38,STABLE BEAMS,6500,70017.677,68350.389,16.3,PXL
257531:4423,66:66,09/26/15 10:01:01,STABLE BEAMS,6500,69621.394,67864.648,16.2,PXL
257531:4423,67:67,09/26/15 10:01:25,STABLE BEAMS,6500,69790.636,67964.837,16.3,PXL
257531:4423,68:68,09/26/15 10:01:48,STABLE BEAMS,6500,69774.218,68082.093,16.3,PXL
257531:4423,69:69,09/26/15 10:02:11,STABLE BEAMS,6500,69811.727,68134.578,16.3,PXL
257531:4423,70:70,09/26/15 10:02:34,STABLE BEAMS,6500,69295.477,67574.484,16.2,PXL
257531:4423,71:71,09/26/15 10:02:58,STABLE BEAMS,6500,69439.393,67444.122,16.2,PXL
257531:4423,72:72,09/26/15 10:03:21,STABLE BEAMS,6500,69177.846,67470.702,16.1,PXL
257531:4423,73:73,09/26/15 10:03:44,STABLE BEAMS,6500,69152.780,67476.591,16.1,PXL
257531:4423,74:74,09/26/15 10:04:08,STABLE BEAMS,6500,69398.523,67707.381,16.2,PXL
257531:4423,75:75,09/26/15 10:04:31,STABLE BEAMS,6500,69456.484,67773.581,16.2,PXL
257531:4423,76:76,09/26/15 10:04:54,STABLE BEAMS,6500,69375.338,67700.598,16.2,PXL
257531:4423,78:78,09/26/15 10:05:41,STABLE BEAMS,6500,69407.150,67672.536,16.2,PXL
257531:4423,79:79,09/26/15 10:06:04,STABLE BEAMS,6500,69148.134,67521.942,16.1,PXL
257531:4423,80:80,09/26/15 10:06:28,STABLE BEAMS,6500,69834.861,68094.115,16.3,PXL
257531:4423,81:81,09/26/15 10:06:51,STABLE BEAMS,6500,69154.210,67469.498,16.1,PXL
257531:4423,82:82,09/26/15 10:07:14,STABLE BEAMS,6500,68932.716,67229.359,16.1,PXL
257531:4423,83:83,09/26/15 10:07:38,STABLE BEAMS,6500,69212.118,67445.562,16.1,PXL
257531:4423,84:84,09/26/15 10:08:01,STABLE BEAMS,6500,69028.304,67398.235,16.1,PXL
257531:4423,85:85,09/26/15 10:08:24,STABLE BEAMS,6500,69420.802,67784.416,16.2,PXL
257531:4423,86:86,09/26/15 10:08:47,STABLE BEAMS,6500,69189.259,67184.489,16.1,PXL
257531:4423,87:87,09/26/15 10:09:11,STABLE BEAMS,6500,69086.212,67367.826,16.1,PXL
257531:4423,88:88,09/26/15 10:09:34,STABLE BEAMS,6500,68789.850,67084.468,16.0,PXL
257531:4423,89:89,09/26/15 10:09:57,STABLE BEAMS,6500,69515.992,67880.889,16.2,PXL
257531:4423,90:90,09/26/15 10:10:21,STABLE BEAMS,6500,68921.277,67194.601,16.1,PXL
257531:4423,91:91,09/26/15 10:10:44,STABLE BEAMS,6500,69333.476,67593.719,16.2,PXL
257531:4423,94:94,09/26/15 10:11:54,STABLE BEAMS,6500,69576.191,67822.026,16.2,PXL
257531:4423,95:95,09/26/15 10:12:17,STABLE BEAMS,6500,69426.675,67704.676,16.2,PXL
257531:4423,97:97,09/26/15 10:13:04,STABLE BEAMS,6500,69128.166,67486.533,16.1,PXL
257531:4423,98:98,09/26/15 10:13:27,STABLE BEAMS,6500,69284.161,67579.072,16.2,PXL
257531:4423,99:99,09/26/15 10:13:51,STABLE BEAMS,6500,68981.685,67248.144,16.1,PXL
257531:4423,101:101,09/26/15 10:14:37,STABLE BEAMS,6500,68976.347,67327.191,16.1,PXL
257531:4423,102:102,09/26/15 10:15:00,STABLE BEAMS,6500,68889.086,67245.910,16.1,PXL
257531:4423,103:103,09/26/15 10:15:24,STABLE BEAMS,6500,69238.156,67399.407,16.1,PXL
257531:4423,106:106,09/26/15 10:16:34,STABLE BEAMS,6500,69106.292,67214.823,16.1,PXL
257531:4423,107:107,09/26/15 10:16:57,STABLE BEAMS,6500,69070.401,67143.741,16.1,PXL
257531:4423,108:108,09/26/15 10:17:20,STABLE BEAMS,6500,69101.058,67215.094,16.1,PXL
257531:4423,109:109,09/26/15 10:17:44,STABLE BEAMS,6500,68883.199,66974.943,16.1,PXL
257531:4423,110:110,09/26/15 10:18:07,STABLE BEAMS,6500,69218.637,67289.676,16.1,PXL
257531:4423,111:111,09/26/15 10:18:30,STABLE BEAMS,6500,69279.052,67603.626,16.2,PXL
257531:4423,112:112,09/26/15 10:18:54,STABLE BEAMS,6500,69189.030,67517.704,16.1,PXL
257531:4423,114:114,09/26/15 10:19:40,STABLE BEAMS,6500,68559.580,66707.498,16.0,PXL
257531:4423,115:115,09/26/15 10:20:03,STABLE BEAMS,6500,68950.916,67159.481,16.1,PXL
257531:4423,116:116,09/26/15 10:20:27,STABLE BEAMS,6500,68688.448,67090.400,16.0,PXL
257531:4423,117:117,09/26/15 10:20:50,STABLE BEAMS,6500,68697.218,66997.579,16.0,PXL
257531:4423,118:118,09/26/15 10:21:13,STABLE BEAMS,6500,68491.608,66781.216,16.0,PXL
257531:4423,120:120,09/26/15 10:22:00,STABLE BEAMS,6500,68904.610,67272.501,16.1,PXL
257531:4423,121:121,09/26/15 10:22:23,STABLE BEAMS,6500,68837.259,67085.689,16.0,PXL
257531:4423,122:122,09/26/15 10:22:47,STABLE BEAMS,6500,68526.103,66924.099,16.0,PXL
257531:4423,124:124,09/26/15 10:23:33,STABLE BEAMS,6500,68597.383,66979.920,16.0,PXL
257531:4423,125:125,09/26/15 10:23:57,STABLE BEAMS,6500,68439.782,66797.583,16.0,PXL
257531:4423,127:127,09/26/15 10:24:43,STABLE BEAMS,6500,68718.734,67069.444,16.0,PXL
257531:4423,128:128,09/26/15 10:25:06,STABLE BEAMS,6500,69064.064,67412.734,16.1,PXL
257531:4423,130:130,09/26/15 10:25:53,STABLE BEAMS,6500,68777.366,67011.825,16.0,PXL
257531:4423,133:133,09/26/15 10:27:03,STABLE BEAMS,6500,68380.855,66752.021,15.9,PXL
257531:4423,134:134,09/26/15 10:27:26,STABLE BEAMS,6500,68866.566,67130.626,16.1,PXL
257531:4423,135:135,09/26/15 10:27:50,STABLE BEAMS,6500,68786.528,67080.459,16.0,PXL
257531:4423,136:136,09/26/15 10:28:13,STABLE BEAMS,6500,68665.882,66744.205,16.0,PXL
257531:4423,137:137,09/26/15 10:28:36,STABLE BEAMS,6500,69565.710,67641.388,16.2,PXL
257531:4423,138:138,09/26/15 10:29:00,STABLE BEAMS,6500,69200.131,67540.488,16.1,PXL
257531:4423,139:139,09/26/15 10:29:23,STABLE BEAMS,6500,68904.042,67092.711,16.1,PXL
257531:4423,140:140,09/26/15 10:29:46,STABLE BEAMS,6500,69057.989,67369.169,16.1,PXL
257531:4423,141:141,09/26/15 10:30:10,STABLE BEAMS,6500,68510.539,66764.522,16.0,PXL
257531:4423,142:142,09/26/15 10:30:33,STABLE BEAMS,6500,69229.111,67556.365,16.1,PXL
257531:4423,143:143,09/26/15 10:30:56,STABLE BEAMS,6500,68981.371,67291.504,16.1,PXL
257599:4426,42:42,09/26/15 21:47:23,STABLE BEAMS,6500,75161.993,0.000,17.5,PXL
257599:4426,45:45,09/26/15 21:48:33,STABLE BEAMS,6500,72955.440,71057.227,17.0,PXL
257599:4426,47:47,09/26/15 21:49:19,STABLE BEAMS,6500,72632.372,70831.865,16.9,PXL
257599:4426,49:49,09/26/15 21:50:06,STABLE BEAMS,6500,72738.018,70912.100,17.0,PXL
257599:4426,50:50,09/26/15 21:50:29,STABLE BEAMS,6500,73026.695,71158.541,17.0,PXL
257599:4426,51:51,09/26/15 21:50:52,STABLE BEAMS,6500,72380.010,70575.405,16.9,PXL
257599:4426,52:52,09/26/15 21:51:16,STABLE BEAMS,6500,72375.196,70535.897,16.9,PXL
257599:4426,53:53,09/26/15 21:51:39,STABLE BEAMS,6500,72284.413,70432.444,16.9,PXL
257599:4426,55:55,09/26/15 21:52:26,STABLE BEAMS,6500,72955.977,71161.408,17.0,PXL
257599:4426,56:56,09/26/15 21:52:49,STABLE BEAMS,6500,72647.818,70727.733,16.9,PXL
257599:4426,58:58,09/26/15 21:53:36,STABLE BEAMS,6500,73032.512,71127.568,17.0,PXL
257599:4426,59:59,09/26/15 21:53:59,STABLE BEAMS,6500,72675.376,70833.613,16.9,PXL
257599:4426,60:60,09/26/15 21:54:22,STABLE BEAMS,6500,72205.363,70321.832,16.8,PXL
257599:4426,63:63,09/26/15 21:55:32,STABLE BEAMS,6500,72336.607,70449.734,16.9,PXL
257599:4426,65:65,09/26/15 21:56:19,STABLE BEAMS,6500,72797.476,70940.087,17.0,PXL
257599:4426,66:66,09/26/15 21:56:42,STABLE BEAMS,6500,72454.057,70566.538,16.9,PXL
257599:4426,67:67,09/26/15 21:57:05,STABLE BEAMS,6500,72589.808,70759.934,16.9,PXL
257599:4426,68:68,09/26/15 21:57:29,STABLE BEAMS,6500,72419.313,70547.220,16.9,PXL
257599:4426,72:72,09/26/15 21:59:02,STABLE BEAMS,6500,72562.250,70672.346,16.9,PXL
257599:4426,73:73,09/26/15 21:59:25,STABLE BEAMS,6500,71959.846,70184.962,16.8,PXL
257599:4426,74:74,09/26/15 21:59:49,STABLE BEAMS,6500,71876.210,70088.013,16.8,PXL
257599:4426,75:75,09/26/15 22:00:12,STABLE BEAMS,6500,72329.022,70514.059,16.9,PXL
257599:4426,76:76,09/26/15 22:00:35,STABLE BEAMS,6500,72825.604,70940.427,17.0,PXL
257599:4426,77:77,09/26/15 22:00:59,STABLE BEAMS,6500,72406.199,70605.451,16.9,PXL
257599:4426,78:78,09/26/15 22:01:22,STABLE BEAMS,6500,72318.816,70470.173,16.9,PXL
257599:4426,79:79,09/26/15 22:01:45,STABLE BEAMS,6500,71985.131,70169.211,16.8,PXL
257599:4426,80:80,09/26/15 22:02:09,STABLE BEAMS,6500,72047.530,70133.515,16.8,PXL
257599:4426,82:82,09/26/15 22:02:55,STABLE BEAMS,6500,71966.043,70156.765,16.8,PXL
257599:4426,84:84,09/26/15 22:03:42,STABLE BEAMS,6500,72375.006,70573.468,16.9,PXL
257599:4426,85:85,09/26/15 22:04:05,STABLE BEAMS,6500,71723.362,69906.448,16.7,PXL
257599:4426,86:86,09/26/15 22:04:28,STABLE BEAMS,6500,72363.156,70637.587,16.9,PXL
257599:4426,87:87,09/26/15 22:04:52,STABLE BEAMS,6500,72265.607,70313.895,16.8,PXL
257599:4426,88:88,09/26/15 22:05:15,STABLE BEAMS,6500,71775.739,70029.586,16.7,PXL
257599:4426,89:89,09/26/15 22:05:38,STABLE BEAMS,6500,71822.804,69903.319,16.7,PXL
257599:4426,90:90,09/26/15 22:06:02,STABLE BEAMS,6500,71948.389,70140.455,16.8,PXL
257599:4426,91:91,09/26/15 22:06:25,STABLE BEAMS,6500,72407.221,70544.907,16.9,PXL
257599:4426,95:95,09/26/15 22:07:58,STABLE BEAMS,6500,71665.902,69869.156,16.7,PXL
257599:4426,96:96,09/26/15 22:08:21,STABLE BEAMS,6500,72393.799,70431.320,16.9,PXL
257599:4426,99:99,09/26/15 22:09:31,STABLE BEAMS,6500,72358.702,70545.410,16.9,PXL
257599:4426,100:100,09/26/15 22:09:55,STABLE BEAMS,6500,72249.139,70477.806,16.8,PXL
257599:4426,101:101,09/26/15 22:10:18,STABLE BEAMS,6500,72194.358,70337.734,16.8,PXL
257599:4426,102:102,09/26/15 22:10:41,STABLE BEAMS,6500,71969.914,70123.250,16.8,PXL
257599:4426,103:103,09/26/15 22:11:05,STABLE BEAMS,6500,71771.331,69770.630,16.7,PXL
257599:4426,104:104,09/26/15 22:11:28,STABLE BEAMS,6500,71739.345,69905.836,16.7,PXL
257599:4426,105:105,09/26/15 22:11:51,STABLE BEAMS,6500,71767.185,69860.992,16.7,PXL
257599:4426,107:107,09/26/15 22:12:38,STABLE BEAMS,6500,71725.426,69896.125,16.7,PXL
257599:4426,108:108,09/26/15 22:13:01,STABLE BEAMS,6500,71851.508,70094.855,16.8,PXL
257599:4426,110:110,09/26/15 22:13:48,STABLE BEAMS,6500,71838.185,70044.033,16.7,PXL
257599:4426,112:112,09/26/15 22:14:34,STABLE BEAMS,6500,71172.294,68932.111,16.6,PXL
257599:4426,113:113,09/26/15 22:14:58,STABLE BEAMS,6500,71941.420,69695.920,16.8,PXL
257599:4426,114:114,09/26/15 22:15:21,STABLE BEAMS,6500,72023.628,70253.739,16.8,PXL
257599:4426,117:117,09/26/15 22:16:31,STABLE BEAMS,6500,71948.605,70167.235,16.8,PXL
257599:4426,118:118,09/26/15 22:16:54,STABLE BEAMS,6500,71628.839,69745.639,16.7,PXL
257613:4428,17:17,09/27/15 04:28:02,STABLE BEAMS,6500,71496.415,69662.914,16.7,PXL
257613:4428,47:47,09/27/15 04:39:41,STABLE BEAMS,6500,72058.307,70225.556,16.8,PXL
257613:4428,50:50,09/27/15 04:40:51,STABLE BEAMS,6500,72597.512,70668.439,16.9,PXL
257613:4428,64:64,09/27/15 04:46:17,STABLE BEAMS,6500,72200.699,70385.306,16.8,PXL
257613:4428,73:73,09/27/15 04:49:47,STABLE BEAMS,6500,72283.502,70525.010,16.9,PXL
257613:4428,143:143,09/27/15 05:16:59,STABLE BEAMS,6500,70935.867,69072.407,16.5,PXL
257613:4428,183:183,09/27/15 05:32:31,STABLE BEAMS,6500,70386.252,68649.734,16.4,PXL
257613:4428,223:223,09/27/15 05:48:04,STABLE BEAMS,6500,69900.297,68146.331,16.3,PXL
257613:4428,237:237,09/27/15 05:53:30,STABLE BEAMS,6500,69169.195,67479.874,16.1,PXL
257613:4428,265:265,09/27/15 06:04:23,STABLE BEAMS,6500,69142.736,67443.165,16.1,PXL
257613:4428,366:366,09/27/15 06:43:37,STABLE BEAMS,6500,66998.341,65408.061,15.6,PXL
257613:4428,384:384,09/27/15 06:50:37,STABLE BEAMS,6500,67045.098,65225.301,15.6,PXL
